UFN-70664|New|false|false|false|false
UFN-70663|New|false|false|false|false
UFN-70662|New|false|false|false|false
UFN-70661|New|false|false|false|false
UFN-70660|New|false|false|false|false
UFN-70659|New|false|false|false|false
UFN-70652|New|false|false|false|true
UFN-70643|New|false|false|false|true
UFN-70642|New|false|false|false|false
UFN-70639|New|false|false|false|false
UFN-70638|New|false|false|false|false
UFN-70637|New|false|false|false|false
UFN-70636|New|false|false|false|true
UFN-70616|New|false|false|false|false
UFN-70614|New|false|false|false|false
UFN-70613|New|false|false|false|false
UFN-70611|New|false|false|false|false
UFN-70610|New|false|false|false|false
UFN-70609|New|false|false|false|false
UFN-70608|New|false|false|false|false
UFN-70607|New|false|false|false|false
UFN-70606|New|false|false|false|false
UFN-70605|New|false|false|false|false
UFN-70603|New|false|false|false|true
UFN-70599|New|false|false|false|false
UFN-70596|New|false|false|false|false
UFN-70595|New|false|false|false|false
UFN-70594|New|false|false|false|false
UFN-70593|New|false|false|false|false
UFN-70588|New|false|false|false|false
UFN-70587|New|false|false|false|false
UFN-70586|New|false|false|false|false
UFN-70585|New|false|false|false|false
UFN-70584|New|false|false|false|false
UFN-70580|New|false|false|false|false
UFN-70579|New|false|false|false|false
UFN-70576|Pending|false|false|false|false
UFN-70574|New|false|false|false|false
UFN-70573|New|false|false|false|false
UFN-70572|New|false|false|false|false
UFN-70570|New|false|false|false|false
UFN-70565|New|false|false|false|false
UFN-70559|Pending|false|false|false|true
UFN-70557|New|false|false|false|false
UFN-70556|New|false|false|false|false
UFN-70554|New|false|false|false|false
UFN-70550|New|false|false|false|false
UFN-70548|New|false|false|false|false
UFN-70537|New|false|false|false|false
UFN-70532|Pending|false|false|false|false
UFN-70529|New|false|false|false|false
UFN-70517|Pending|false|false|false|false
UFN-70513|New|false|false|false|false
UFN-70512|New|false|false|false|false
UFN-70503|New|false|false|false|false
UFN-70500|New|false|false|false|false
UFN-70497|New|false|false|false|false
UFN-70496|New|false|false|false|false
UFN-70495|New|false|false|false|false
UFN-70494|New|false|false|false|false
UFN-70493|New|false|false|false|false
UFN-70492|New|false|false|false|false
UFN-70491|New|false|false|false|false
UFN-70489|New|false|false|false|true
UFN-70481|New|false|false|false|false
UFN-70480|New|false|false|false|false
UFN-70475|New|false|false|false|false
UFN-70474|New|false|false|false|false
UFN-70473|New|false|false|false|false
UFN-70472|New|false|false|false|false
UFN-70471|New|false|false|false|false
UFN-70466|Pending|false|false|false|true
UFN-70465|New|false|false|false|false
UFN-70464|New|false|false|false|false
UFN-70443|Pending|true|false|false|false
UFN-70440|Pending|false|false|false|true
UFN-70431|New|false|false|false|false
UFN-70428|New|false|false|false|false
UFN-70423|Pending|false|false|false|true
UFN-70416|New|false|false|false|false
UFN-70415|New|false|false|false|false
UFN-70412|Pending|true|false|false|true
UFN-70406|New|false|false|false|false
UFN-70405|New|false|false|false|false
UFN-70363|New|false|false|false|false
UFN-70352|New|false|false|false|false
UFN-70351|New|false|false|false|false
UFN-70350|New|false|false|false|false
UFN-70333|New|false|false|false|true
UFN-70319|New|false|false|false|false
UFN-70316|New|false|false|false|true
UFN-70312|New|false|false|false|false
UFN-70311|New|false|false|false|false
UFN-70310|New|false|false|false|false
UFN-70309|New|false|false|false|false
UFN-70308|New|false|false|false|false
UFN-70304|Pending|true|false|false|true
UFN-70302|Pending|false|false|false|false
UFN-70295|New|false|true|true|false
UFN-70287|New|false|true|true|false
UFN-70285|New|false|true|true|false
UFN-70272|New|false|true|true|false
UFN-70268|New|false|true|true|false
UFN-70267|New|false|true|true|false
UFN-70265|New|false|true|true|false
UFN-70262|New|false|true|true|false
UFN-70261|Pending|false|true|true|true
UFN-70255|New|false|true|true|false
UFN-70246|Pending|false|true|true|false
UFN-70244|Pending|false|true|true|true
UFN-70243|Pending|true|true|true|true
UFN-70222|New|false|true|true|false
UFN-70220|New|false|true|true|false
UFN-70215|New|false|true|true|false
UFN-70175|New|false|true|true|false
UFN-70156|New|false|true|true|false
UFN-70140|New|false|true|true|false
UFN-70131|New|false|true|true|false
UFN-70130|Pending|true|true|true|true
UFN-70124|Pending|false|true|true|true
UFN-70114|New|false|true|true|false
UFN-70100|New|false|true|true|false
UFN-70098|New|false|true|true|false
UFN-70003|New|false|true|true|false
UFN-69810|New|false|true|true|false
UFN-69781|Pending|true|true|true|false
UFN-69767|New|false|true|true|false
UFN-69751|New|false|true|true|false
UFN-69738|Pending|false|true|true|false
UFN-69663|New|false|true|true|false
UFN-69661|New|false|true|true|false
UFN-69647|New|false|true|true|false
UFN-69595|Pending|false|true|true|false
UFN-69591|New|false|true|true|false
UFN-69519|New|false|true|true|false
UFN-69511|New|false|true|true|false
UFN-69471|Pending|false|true|true|true
UFN-69462|Pending|false|true|true|true
UFN-69450|New|false|true|true|false
UFN-69447|New|false|true|true|false
UFN-69426|New|false|true|true|false
UFN-69405|New|false|true|true|false
UFN-69397|New|false|true|true|false
UFN-69380|New|false|true|true|false
UFN-69337|New|false|true|true|false
UFN-69334|Pending|false|true|true|false
UFN-69307|New|false|true|true|false
UFN-69245|New|false|true|true|false
UFN-69234|Pending|false|true|true|true
UFN-69231|Pending|false|true|true|true
UFN-69148|Pending|true|true|true|false
UFN-69123|New|false|true|true|false
UFN-69004|New|false|true|true|false
UFN-68980|Pending|true|true|true|true
UFN-68951|Pending|false|true|true|false
UFN-68815|New|false|true|true|false
UFN-68752|Pending|true|true|true|false
UFN-68749|Pending|false|true|true|true
UFN-68741|New|false|true|true|false
UFN-68739|New|false|true|true|false
UFN-68714|Pending|false|true|true|true
UFN-68573|New|false|true|true|false
UFN-68537|Pending|true|true|true|true
UFN-68524|New|false|true|true|false
UFN-68233|New|false|true|true|false
UFN-68191|New|false|true|true|false
UFN-68149|New|false|true|true|false
UFN-68069|Pending|false|true|true|false
UFN-68064|Pending|true|true|true|false
UFN-68029|New|false|true|true|false
UFN-68025|Pending|true|true|true|true
UFN-68017|New|false|true|true|false
UFN-68011|Pending|false|true|true|false
UFN-67983|New|false|true|true|false
UFN-67930|New|false|true|true|false
UFN-67835|New|false|true|true|false
UFN-67777|New|false|true|true|false
UFN-67775|Pending|true|true|true|true
UFN-67551|New|false|true|true|false
UFN-67529|Pending|false|true|true|false
UFN-67511|New|false|true|true|false
UFN-67500|New|false|true|true|false
UFN-67463|New|false|true|true|false
UFN-67452|Pending|false|true|true|false
UFN-67388|New|false|true|true|false
UFN-67322|New|false|true|true|false
UFN-67291|Pending|false|true|true|false
UFN-67199|New|false|true|true|false
UFN-67171|New|false|true|true|false
UFN-67142|New|false|true|true|false
UFN-67031|New|false|true|true|false
UFN-67024|New|false|true|true|false
UFN-66966|New|false|true|true|false
UFN-66870|Pending|true|true|true|true
UFN-66766|New|false|true|true|false
UFN-66759|New|false|true|true|false
UFN-66548|New|false|true|true|false
UFN-66507|New|false|true|true|false
UFN-66445|New|false|true|true|false
UFN-66375|New|false|true|true|false
UFN-66351|New|false|true|true|false
UFN-66223|New|false|true|true|false
UFN-66170|New|false|true|true|false
UFN-66004|New|false|true|true|false
UFN-65984|New|false|true|true|false
UFN-65951|Pending|false|true|true|true
UFN-65850|New|false|true|true|false
UFN-65800|New|false|true|true|false
UFN-65542|New|false|true|true|false
UFN-65339|New|false|true|true|false
UFN-65196|Pending|true|true|true|true
UFN-65186|New|false|true|true|false
UFN-64996|New|false|true|true|false
UFN-64978|New|false|true|true|false
UFN-64779|New|false|true|true|false
UFN-64739|Pending|false|true|true|false
UFN-64731|New|false|true|true|false
UFN-64607|New|false|true|true|false
UFN-64590|New|false|true|true|false
UFN-64524|New|false|true|true|false
UFN-64363|New|false|true|true|false
UFN-64134|New|false|true|true|false
UFN-64129|New|false|true|true|false
UFN-64101|New|false|true|true|false
UFN-64099|Pending|true|true|true|true
UFN-64031|New|false|true|true|false
UFN-63959|Pending|false|true|true|true
UFN-63913|New|false|true|true|false
UFN-63890|Pending|false|true|true|false
UFN-63804|Pending|false|true|true|false
UFN-63762|Pending|false|true|true|true
UFN-63698|New|false|true|true|false
UFN-63629|New|false|true|true|false
UFN-63413|New|false|true|true|false
UFN-63243|New|false|true|true|false
UFN-63227|New|false|true|true|false
UFN-63212|Pending|true|true|true|true
UFN-63050|New|false|true|true|false
UFN-63028|New|false|true|true|false
UFN-62885|New|false|true|true|false
UFN-62684|New|false|true|true|false
UFN-62682|New|false|true|true|false
UFN-62651|New|false|true|true|false
UFN-62628|New|false|true|true|false
UFN-62355|New|false|true|true|false
UFN-62150|New|false|true|true|false
UFN-61922|New|false|true|true|false
UFN-61885|New|false|true|true|false
UFN-61666|New|false|true|true|false
UFN-61467|Pending|false|true|true|false
UFN-61462|New|false|true|true|false
UFN-61451|New|false|true|true|true
UFN-61390|Pending|false|true|true|false
UFN-61190|New|false|true|true|false
UFN-61170|Pending|false|true|true|true
UFN-60986|New|false|true|true|false
UFN-60865|New|false|true|true|false
UFN-60786|New|false|true|true|false
UFN-60760|New|false|true|true|false
UFN-60751|New|false|true|true|false
UFN-60595|New|false|true|true|false
UFN-60573|New|false|true|true|true
UFN-60348|New|false|true|true|false
UFN-60125|New|false|true|true|false
UFN-60009|Pending|false|true|true|true
UFN-59971|New|false|true|true|false
UFN-59915|New|false|true|true|false
UFN-59777|New|false|true|true|false
UFN-59720|Pending|true|true|true|false
UFN-59657|New|false|true|true|false
UFN-59296|New|false|true|true|true
UFN-59238|New|false|true|true|false
UFN-58476|New|false|true|true|false
UFN-57965|Pending|false|true|true|false
UFN-57198|New|false|true|true|false
UFN-57050|New|false|true|true|false
UFN-56957|New|false|true|true|false
UFN-55946|New|false|true|true|false
UFN-55641|New|false|true|true|false
UFN-55198|New|false|true|true|false
UFN-55002|New|false|true|true|false
UFN-54985|New|false|true|true|false
UFN-54721|New|false|true|true|false
UFN-54684|New|false|true|true|false
UFN-54680|New|false|true|true|false
UFN-54576|New|false|true|true|false
UFN-53491|New|false|true|true|true
UFN-52990|New|false|true|true|false
UFN-51805|New|false|true|true|false
UFN-51749|New|false|true|true|false
UFN-51698|New|false|true|true|false
UFN-51184|New|false|true|true|false
UFN-50365|New|false|true|true|false
UFN-49723|New|false|true|true|false
UFN-49524|New|false|true|true|false
UFN-48832|New|false|true|true|false
UFN-48781|New|false|true|true|false
UFN-48777|New|false|true|true|false
UFN-48670|New|false|true|true|false
UFN-48436|New|false|true|true|false
UFN-48225|New|false|true|true|false
UFN-48223|Pending|true|true|true|true
UFN-48152|New|false|true|true|false
UFN-47786|New|false|true|true|false
UFN-47190|New|false|true|true|false
UFN-46639|Pending|false|true|true|false
UFN-46564|New|false|true|true|true
UFN-46492|New|false|true|true|false
UFN-46256|Pending|false|true|true|false
UFN-46185|Pending|false|true|true|false
UFN-45763|New|false|true|true|false
UFN-45559|New|false|true|true|false
UFN-45316|New|false|true|true|false
UFN-45186|New|false|true|true|false
UFN-45048|New|false|true|true|false
UFN-44321|New|false|true|true|false
UFN-44139|Pending|false|true|true|false
UFN-43887|Pending|true|true|true|false
UFN-43725|New|false|true|true|false
UFN-43591|New|false|true|true|false
UFN-42730|New|false|true|true|false
UFN-42645|New|false|true|true|false
UFN-42031|New|false|true|true|true
UFN-41878|New|false|true|true|false
UFN-41484|New|false|true|true|false
UFN-40969|New|false|true|true|true
UFN-40860|New|false|true|true|false
UFN-40670|Pending|false|true|true|false
UFN-40654|New|false|true|true|false
UFN-40213|New|false|true|true|false
UFN-39662|New|false|true|true|false
UFN-39403|New|false|true|true|false
UFN-39065|New|false|true|true|false
UFN-37858|New|false|true|true|false
UFN-35774|New|false|true|true|true
UFN-35588|Pending|false|true|true|false
UFN-33722|Pending|false|true|true|false
UFN-33719|Pending|false|true|true|false
UFN-33604|New|false|true|true|false
